,page_number,sentence_chunk,chunk_char_count,chunk_word_count,chunk_token_count,file_name
884,299,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:284 recommendations The consideration above is especially apparent in the case of rat- ings obtained from implicit feedback. For example, if ratings are deﬁned based on purchasing events, the prediction of future rat- ings effectively means the prediction of future purchases. •A recommender system provides a user with a ranked list of recommendations that is typically limited to the top K items. The RMSE does not account for ranking and equally penalizes predic- tion errors for items at both the top and bottom of the list. It can be argued that algorithms with a very small difference in RMSE can have a big difference in their lists of the top K items [Koren, 2007].",673,114,168.25,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
885,299,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:5.3.2 Ranking Accuracy To measure the quality of the top K recommendations, we can leverage the large set of methods and metrics that we developed for search services. First, we should note that the concepts of precision and recall are directly applicable to the top K recommendations problem. If Iu is the subset of items in test set T that is positively rated (e. g., purchased) by user u and YupKq is the list of top K items recommended to that user, we can deﬁne the precision and recall metrics as functions of K: precisionpKq “ |YupKq X Iu| |YupKq| (5.8) recallpKq “ |YupKq X Iu| |Iu| (5.9) For any given K, the quality of a recommender algorithm can be measured in terms of these two metrics – precision is the percentage of relevant recommendations in the list, and recall is the percentage of items consumed from the set of available relevant items. Two recom- mender algorithms can be compared in terms of precision and recall averaged by users, just like search methods can be compared in terms of these metrics. The number of recommendations in the list, how- ever, is a critical parameter that inﬂuences the precision–recall trade- off achieved by an algorithm.",1174,204,293.5,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
886,299,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:Short recommendation lists tend to miss relevant items, whereas long lists tend to have a high percentage of irrelevant ones. This trade-off can be visualized by using a precision– recall curve, which we also discussed earlier in the context of search services. The curve depicts the precision and recall values for different values of K and makes it possible to see the range of precision–recall trade-offs that the recommendation algorithm can achieve.",454,72,113.5,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
887,300,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:5.3 quality evaluation 285 The disadvantage of a precision–recall curve is that it does not pro- vide a single numerical metric that summarizes the quality of a recom- mendation method. Fortunately, we have already introduced a range of ranking quality metrics that can be adapted to provide just such a summary view. For example, we can adapt the discounted cumulative gain (DCG) for recommendations by using known ratings as relevance grades. Recall that we deﬁned the DCG for a list of K items as follows: DCG “ K ÿ i“1 2gi ´ 1 log2 pi ` 1q (5.10) in which gi is the relevance grade of the i-th item in the list. If test set T contains ratings provided by m users, we can deﬁne the overall DCG as the average of the DCGs for the recommendation lists for individual users: DCG “ 1 m m ÿ u“1 ÿ i P Iu Rui ď K 2rui ´ 1 log2 pRui ` 1q (5.11) in which Iu is the subset of items in test set T positively rated by user u, Rui is the rank of item i in the list of recommendations for user u, and rui is the rating from set T provided by user u for item i, which is used as an approximation of the relevance grade gi from equation 5.10.",1130,224,282.5,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
888,300,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:Note that the inner sum in equation 5.11 simply iterates over the top K recommendations with known test ratings for a given user. The other standard information retrieval metrics, such as the normalized DCG (NDCG) and mean average precision (MAP), can be reformulated in a similar way.5.3.3 Novelty Recommendations are considered novel if the user is not aware of the recommended items at the moment that the recommendation is pro- vided. This information is not directly available in the rating matrix, so it should either be gathered through real-life testing and user surveys or somehow inferred from the rating matrix. Since real-life testing and surveys are generally time and resource consuming, we can attempt to design a novelty metric based on the rating matrix, which requires certain assumptions to be made.",818,131,204.5,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
889,300,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:One possible approach is to train a recommendation algorithm with older ratings and evaluate it by using more recent ratings, as illustrated in Figure 5.3. The assumption is that a recommendation algorithm that tends to predict items ranked or purchased immediately after the time bound- ary tT of the training set provides lower novelty than an algorithm",355,57,88.75,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
890,301,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:286 recommendations Figure 5.3: Evaluating the novelty of recommendations.that tends to predict items ranked or purchased in the more distant future because the immediately purchased items are more likely to be known to the user. Consequently, the novelty metric can use time- weighted scores to boost farsighted accurate predictions and penalize shortsighted ones.5.3.4 Serendipity Serendipity is a measure of the extent to which recommendations are both attractive and surprising to the user [Herlocker et al.,2004].",518,75,129.5,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
891,301,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:The evaluation of serendipity is even more challenging than the evaluation of novelty because this property is highly subjective and feedback infor- mation typically provides no hint of the level of serendipity. It is, how- ever, possible to develop heuristic serendipity measurement method- ologies. One possible approach is to compare the recommendations produced by an algorithm under evaluation with the recommendations produced by some basic algorithm that is known to suggest trivial and non-serendipitous items [Ge et al.,2010]. If the set of items recom- mended to the user by the algorithm under evaluation is denoted as Yu and the set recommended by the baseline algorithm is denoted as Y0u, the measure of serendipity can be deﬁned as serendipity “ 1 m ¨ K m ÿ u“1 ÿ i P Iu I ´ i P ´ Yu z Y0 u ¯¯ (5.12) in which m is the number of users, Iu is the set of items in the test set positively rated by the user, K is the number of recommendations in the list, and Ip¨q is the indicator function that equals true if the item belongs to the set Yu but not to Y0u.",1068,194,267.0,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
892,301,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:In other words, this serendipity measure scores a recommender system based on the fraction of non- trivial and relevant items in the recommendation list.5.3.5 Diversity Diversity is the ability of a recommender system to produce a list of recommendations that consists of dissimilar items. High diversity is",307,47,76.75,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
893,302,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:5.3 quality evaluation 287 generally preferable because it increases the chance that at least some items in the list will be relevant for the user. High diversity can also be preferable from the merchandising perspective because it contributes towards cross-selling and wide catalog coverage. We can leverage the similarity metrics developed earlier for search services to measure the diversity. For example, we can calculate cosine distances between item descriptions for all pairs of items in the list of recommendations and estimate the diversity as the reciprocal of the average distance.5.3.6 Coverage The goal of a recommender system is to predict the missing ratings in the rating matrix.",695,107,173.75,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
894,302,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:As we will discuss later, many recommendation algorithms rely on item-to-item or user-to-user similarities computed on the basis of the rating matrix, so it can be a challenge to predict ratings for items or users who do not have many ratings in common with other items and users. This makes it important to measure the coverage provided by a recommender system, that is, the percentage of users or items over which the system can make recommendations. In certain cases, this percentage can be estimated based on the require- ments imposed by a recommendation algorithm. For example, an algo- rithm might require a user to have at least ﬁve ratings to be eligible for recommendations. In a general case, a recommender system can always predict a rating for any pair of user and item by simply provid- ing a default or random value.",831,142,207.75,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
895,302,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:This means that we might be interested in tracking the reliability of predicted ratings (the probability that the estimated value is accurate) and assessing the trade-off between the coverage and accuracy by excluding users or items with the least reli- able rating estimates from the accuracy evaluation. An alternative view on coverage is the so-called catalog coverage [Ge et al.,2010]. Catalog coverage is deﬁned as the percentage of items that are actually recommended to users. The problem is that a recom- mender system might be able to estimate ratings for a wide range of items but the top K recommendation lists presented to users might still include almost the same recommendations, which actually equates to poor coverage from the merchandising standpoint.",768,121,192.0,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
896,302,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:We can deﬁne the catalog coverage metric as the percentage of items that appear in at least one recommendation list: catalog coverage “ 1 n ˇˇˇˇˇ m ď u“1 Yu ˇˇˇˇˇ (5.13),169,32,42.25,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
897,303,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:288 recommendations in which n is the total number of items in the catalog. Equation 5.13 uses the union of recommendation lists over all users in the system to estimate the number of covered items. An alternative approach is to count the number of distinct items recommended over a large number of real user sessions.5.3.7 The Role of Experimentation The metrics described above help to measure the quality of recommen- dations from several important standpoints. The ultimate goal of a rec- ommender system, however, is to uplift the revenue and conversion rates.",565,92,141.25,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
898,303,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:Although the discussed metrics provide a solid quality assess- ment framework, they do not have a strong link to ﬁnancial perfor- mance indicators. This link can be established through practical exper- imentation, multivariate testing, and uplift measurements.5.4 overview of recommendation methods Thus far, we have described the environment and data sources that a recommender system is integrated with, its business objectives, and the metrics that can be used to evaluate the quality of recommendations. This provides a reasonably solid foundation for the design of recom- mendation algorithms. This task can be approached from several dif- ferent perspectives, and there are several families of recommendation methods that differ in the data sources leveraged to make recommen- dations (rating matrix, catalog data, or contextual information) and the type of rating prediction model.",888,130,222.0,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
899,303,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:Although we will methodically go through all major categories of recommendation algorithms in the rest of this chapter, it will be worthwhile to brieﬂy review the classiﬁcation of recommendation methods and make a few general comments before we dive deeper into the details of individual methods. Recommendation methods can be categorized in a number of ways, depending on the perspective taken. From the algorithmic and informa- tion retrieval perspectives, recommendation methods are categorized primarily by the type of predictive model and its inputs. The corre- sponding hierarchy is shown in Figure 5.4. Historically, the two main families of recommendation methods are content-based ﬁltering and collaborative ﬁltering.",726,106,181.5,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
900,303,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:Content-based ﬁltering primarily relies on con- tent data, such as textual descriptions of items, and collaborative ﬁlter- ing primarily relies on patterns in the rating matrix. Both approaches can use either formal predictive models or heuristic algorithms that typically search for a neighborhood of similar users or items. In addi- tion to these core methods, there is a wide range of solutions that can",406,64,101.5,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
901,304,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:5.4 overview of recommendation methods 289 combine the multiple core algorithms into hybrid models, extend them to account for contextual data and secondary optimization objectives, or make recommendations in settings where the core methods are not optimal because, for example, of a lack of data for personalization. We will thoroughly analyze each of these approaches in the following sec- tions. Content-Based Filtering Collaborative Filtering Neighborhood-based Model-based Neighborhood-based Model-based User-based Item-based Combined Regression Latent factors Hybrid Contextual Switching Blending Feature Augmentation Pre-ﬁltering Post-ﬁltering Contextual modeling Multi-objective Non-personalized Most-popular Neighborhood-based Recommendation methods core methods additional methods Figure 5.4: Classiﬁcation of recommendation methods from the algorithmic per- spective. The hierarchy of recommendation methods will look different if we focus on the usage scenarios rather than algorithmic and implementa- tion details. One possible way to visualize this classiﬁcation is shown in Figure 5.5.",1100,139,275.0,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
902,304,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:We basically categorize all usage cases in two dimen- sions: level of personalization, from non-personalized to segmented to one-to-one personalized, and usage of the contextual information, from",195,27,48.75,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
903,305,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:290 recommendations context unaware to context aware. The core recommendations methods that we mentioned earlier, content-based and collaborative ﬁltering, are mainly focused on the personalized and context-unaware corner of the rectangle and make recommendations based on the interaction histo- ries of individual users, that is, the items that the user rated, browsed, or purchased in the past. In the user interface, such recommendations are often displayed in sections such as You might also like, Inspired by your browsing history, or simply Buy it again. The recommendations can be made even more personalized by taking into account contextual in- formation such as the user location, day of the week, or time of day. A restaurant recommendation system that suggests Restaurants near your based on both a user’s interaction history and location is an exam- ple of this class of recommenders.",897,139,224.25,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
904,305,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:An alternative approach is taken by non-personalized methods that rely on global statistics and item properties, rather than personal proﬁles. In the user interface, these recommendations are often presented in sections such as Most popular, Trending, or New releases. Note that personalized and non-personalized recommendations can be blended together in a number of ways. For example, personalized recommendations selected based on the user’s interaction history can be sorted by popularity, or, alternatively, the most popular items can be selected within a category of products pre- ferred by the user. Finally, non-personalized recommendations can also be contextualized by user location or marketing channel attributes.",725,103,181.25,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
905,305,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:For instance, a product detail page can include the recommendation sec- tions Frequently bought together and More like this, which are created in the context of the currently browsed item and constrained accordingly. Figure 5.5: Some typical recommendation usage cases and the corresponding categories of recommendation methods.",328,47,82.0,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
906,306,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:5.5 content-based filtering 291 5.5 content-based filtering The ﬁrst family of recommendation methods that we will consider re- lies mainly on the catalog data (content) and uses only a small fraction of the information available in the rating matrix. This is the reason why this group of methods is referred to as content ﬁltering. The main idea of content ﬁltering is quite straightforward: take items that the user positively rated in the past and recommend other items similar to these examples, as shown in Figure 5.6. The important constraint, how- ever, is that the measure of similarity is based on the item content 1 and does not include behavioral data, such as information about items that are frequently purchased or rated together by other users. This effec- tively means that a content-based recommender system uses only one row of the rating matrix – the proﬁle of the user for whom the recom- mendations are prepared.",933,155,233.25,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
907,306,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:This limited usage of the rating information is typically counterbalanced by a similarity function that uses a wide range of carefully engineered item features. The recommendations are then ranked according to their similarity scores and, optionally, the rating values of corresponding items in the proﬁle. For example, as- suming that item 1 has the highest rating in the example shown in Figure 5.6, that is, ru1 ą ru2 and ru1 ą ru3, a candidate item similar to item 1 can be ranked higher than candidate items equally similar to items 2 or 3. R items users ru1 ru2 ru3 item 1 item 2 item 3 candidate item score content similarity proﬁle u items the user likes Figure 5.6: Similarity-based approach to content ﬁltering. The above approach to content ﬁltering is, however, somewhat lim- ited because it inherently relies on a nearest neighbor model for rating 1 See Chapter 4 for a detailed discussion of such measures.",920,156,230.0,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
908,307,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:292 recommendations predictions – a candidate item is scored based on the average pairwise similarity to the items in the user proﬁle. A more generic and ﬂexi- ble interpretation of the content ﬁltering problem is to consider it as a machine learning task in which each item should be rated by us- ing a regression or classiﬁcation model trained on the user proﬁle. In other words, for each user, we create a dedicated proﬁle model that can predict whether the user will like a given item or not. The model is trained by using items from the proﬁle: each item rated by the user is converted into a feature vector by a content analyzer and the corre- sponding rating is used as a training label. Each candidate item is then also converted into a feature vector and evaluated by using the proﬁle model, as illustrated in Figure 5.7.",830,148,207.5,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
909,307,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:Finally, the list of recommendations is created by ranking the candidate items according to the predicted ratings and selecting the top ones. Note that the similarity-based ap- proach depicted in Figure 5.6 is a particular case of the more generic schema presented in Figure 5.7 derived under the assumption that the proﬁle model uses the nearest neighbor classiﬁer. Proﬁle model Content analyzer candidate item item features Content analyzer Proﬁle learner Recommendations Proﬁle feedback item features proﬁle items item 1 - ru1 item 2 - ru2 ... user ratings predicted ratings Content-based recommender system Figure 5.7: Rating prediction approach to content ﬁltering. Content ﬁltering has both advantages and disadvantages in compar- ison to other recommendation methods. The main strengths of content- based recommender systems can be summarized as follows: • User independence.",882,131,220.5,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
910,307,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:Content ﬁltering uses only the ratings provided by the user for whom recommendations are prepared. This can be a signiﬁcant advantage when the total number of system users is small or the total number of collected ratings is small, as can be the case when a new recommender system is launched and the amount of historical data is limited. This problem is generally known as",373,65,93.25,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
911,308,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:5.5 content-based filtering 293 a cold-start problem. The second advantage of user independence is the ability to select recommendations for users with unusual tastes, which may not work well in systems that rely on user similarities and, hence, tend to follow average tastes. •New and rare items. A particular case of the cold-start problem is the recommendation of new or rare items that have a few or no ratings. A recommendation algorithm that heavily relies on ratings may not be able to recommend such items, which negatively impacts the cov- erage of the catalog.",570,94,142.5,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
912,308,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:Content ﬁltering is not sensitive to this problem because it relies on content similarity. This capability is especially important in the context of the long-tail property that we discussed earlier – the catalog often contains many rare items that receive few ratings, even over a long period. The same issue appears in domains with a rapidly changing assortment, such as apparel stores, where it can be difﬁcult to accumulate enough statistics about items. •Cross-category recommendations. It can be difﬁcult or impossible to do certain types of recommendations without taking the content into account.",603,93,150.75,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
913,308,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:For example, it can be challenging to recommend furniture to people who bought clothes based only on purchasing patterns because the number of users who buy from both categories simulta- neously is likely to be small [Ghani and Fano, 2002]. As we will see later, content ﬁltering can be an appropriate solution for this kind of task if the content features are engineered properly. •Usage of catalog data. Content ﬁltering is able to leverage catalog data, which is an important source of information for recommendations. This contrasts with some other families of recommendation algo- rithms that ignore this data. •",617,100,154.25,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
914,308,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:Interpretability. Recommendations provided by content-based sys- tems are often interpretable and explainable to the user because item scores are based on certain content features. For example, a movie recommender system can provide an explanation that an action movie is recommended because a user highly rated action movies in the past. Other families of recommendation methods can produce results that are much more difﬁcult to explain or interpret. On the other hand, content ﬁltering has a number of disadvantages that are often the ﬂip sides of its advantages: • Feature engineering.",589,90,147.25,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
915,308,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:It is clear that feature engineering plays a crit- ically important role in content ﬁltering, and the quality of rating predictions heavily depends on the quality and completeness of cat- alog data and feature design. Feature engineering for catalog items",255,40,63.75,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
916,309,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:294 recommendations can be a challenging problem, even for textual product descriptions, because of polysemy, synonymy, and other issues that we have dis- cussed previously in the context of search services. The problem can become far more challenging for images, movies, or music where one needs either to manually attribute each item with content tags, such as a music genre, or to leverage advanced deep learning meth- ods. Content management and feature engineering are indeed the key challenges in practical applications of content ﬁltering, and we will spend a signiﬁcant amount of time later in this section dis- cussing these aspects. •New users. Although content ﬁltering helps to solve the cold-start problem for new items, it is not able to provide recommendations for new users with empty proﬁles, which is the second variant of the cold-start problem. •",866,138,216.5,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
917,309,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:Trivial recommendations. One of the most important drawbacks of con- tent ﬁltering is the tendency to produce trivial recommendations, that is, recommendations that are neither novel nor serendipitous. This property is a direct result of content-based scoring, which fa- vors closely related items, such as books from the same series. We will continue this section with a more thorough analysis of content-based recommendation methods. We will ﬁrst consider two speciﬁc examples of proﬁle models and will then discuss a few advanced feature engineering methods developed for recommender systems in the retail domain.",616,92,154.0,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
918,309,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:5.5.1 Nearest Neighbor Approach As we have already mentioned, one can build a content-based recom- mender system by using the k nearest neighbor (kNN) algorithm as a proﬁle model. Let us ﬂesh out the details of how this approach can be implemented. First, let us denote the set of items rated by user u as Iu. We can also assume that each item j is represented as a document dj with one or more attributes or ﬁelds, similarly to the situation we had for search services. Consequently, the set of items Iu corresponds to the set of documents Du.",544,99,136.0,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
919,309,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:For each candidate item i, we can calculate similarity metrics between its document representation di and each of the documents in Du. Let us denote k documents in Du with the highest similarity to di as !dui 1 , . . . ,dui k ) Ă Du (5.14)",239,48,59.75,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
920,310,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:5.5 content-based filtering 295 These documents are the k nearest neighbors of di with regard to some similarity measure. The user rating for item i can then be pre- dicted as the average rating of nearest neighbors: prui “ 1 k k ÿ t“1 ru ´ dui t ¯ (5.15) in which ru pdq is the rating of an item that corresponds to docu- ment d. This estimate can be further reﬁned by weighting the ratings according to the similarity score: prui “ 1 k k ÿ t“1 ru ´ dui t ¯ ¨ sim ´ di, dui j ¯ (5.16) The similarity measure is typically calculated by using the tech- niques that we developed for search services. One popular approach is to use the basic vector space model: the textual ﬁelds of the item documents are preprocessed by using stemming and stop words, each document ﬁeld is represented as a vector of terms, the distance between the corresponding ﬁelds is calculated according to the TFˆIDF model, and then the scores for different ﬁelds are combined into the ﬁnal similarity score by using some signal mixing function. This is exactly the same as document scoring in search services; the only difference is that the TFˆIDF similarity score is calculated for a pair of documents, rather than a document and query. The second popular option is to use the latent topic model instead of the basic vector space model: each document ﬁeld is represented as a vector in the space of latent topics by using latent semantic anal- ysis (LSA) or latent Dirichlet allocation (LDA), the distance between the corresponding ﬁelds is calculated as a cosine distance between the corresponding vectors in the latent topics space, and the scores for dif- ferent ﬁelds are combined together into the ﬁnal score.",1689,299,422.25,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
921,310,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:Once again, this approach is almost identical to the LSA and LDA search methods that we discussed earlier. LDA-based scoring is sometimes considered to be superior to LSA and basic TFˆIDF models [Falk, 2017]. It has been successfully used in some major industrial systems, such as The New York Times’s article recommendation engine [Spangher, 2015]. On the other hand, some reports show that LSA can outperform LDA in cer- tain applications, such as movie recommender systems [Bergamaschi et al.,2014].",502,79,125.5,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
922,311,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:296 recommendations 5.5.2 Naive Bayes Classiﬁer The second approach to content ﬁltering that we will consider was developed for book recommendations [Mooney and Roy, 1999]. In con- trast to the nearest neighbor regression, this method does not rely on heuristic similarity metrics but uses the Naive Bayes classiﬁer, a stan- dard algorithm for text classiﬁcation, as a proﬁle model to predict the ratings. First, let us assume that each item in the catalog has multiple textual attributes. For example, a book may have attributes such as title, au- thors, synopsis, published reviews, customer comments, related titles, and related authors. We choose to apply tokenization, stemming, and stop words to the attributes and then model each attribute as a bag of words, that is, a vector in which each element corresponds to a word and the value is the number of word occurrences in the attribute text.",898,146,224.5,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
923,311,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:Consequently, each item is represented as a document with multiple ﬁelds, and each ﬁeld is a bag-of-words model of the corresponding attribute. Next, we need to create a proﬁle model. Recall that the ultimate goal of a content-based recommender is to rank catalog items for each user in order of preference. We can approach this problem by building a binary classiﬁer that estimates two probabilities: the probability that an item would be rated positively by a user and the probability that it would be rated negatively. The ratio between these two probabilities indicates whether an item would be rated positively rather than nega- tively, and, consequently, we can use it as a ranking score for the rec- ommended items.",722,119,180.5,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
924,311,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:Let us assume that a user rates items on a discrete scale from 1 to rmax, and all ratings below rmax{2 are interpreted as negative, whereas ratings above rmax{2 are interpreted as positive. For example, with a rating scale from 1 to 10 stars, ratings of 1–5 are considered negative (dislike) and ratings of 6–10 are positive (like). Recall that the main idea of the Naive Bayes text classiﬁer is to es- timate the probability of a document d being in a certain class c by using conditional probabilities of document words w occurring in a document of class c, under the assumption that these conditional prob- abilities are independent. This approach can be expressed by using the following formula: Pr ` cj | d ˘ “ Pr ` cj ˘ Pr pdq ź wiPd Pr ` wi | cj ˘ (5.17) in which cj is the document class, which in our case is either nega- tive c0 or positive c1, Pr ` cj ˘ is the empirical probability of class cj in the training data (the fraction of documents that belong to the class),",980,185,245.0,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
925,312,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:5.5 content-based filtering 297 and Pr ` wi | cj ˘ is the empirical conditional probability of word wi (the fraction of documents of class cj that contain this word). This ba- sic Bayes rule needs to be extended to accommodate the multiple ﬁelds that we have in each item document. By assuming that each item doc- ument has F ﬁelds and each ﬁeld fqm is a text snippet that contains ˇˇfqm ˇˇ words, we can rewrite formula 5.17 for the posterior class proba- bility as follows: Pr ` cj, d ˘ “ Pr ` cj ˘ Pr pdq F ź m“1 ź wi P fm Pr ` wi | cj, fm ˘ (5.18) The ranking score of the item can then be estimated as scorepdq “ Pr pc1 | dq Pr pc0 | dq (5.19) and items in the recommendation list can be sorted accordingly, from the highest to lowest scores. Our next step is to estimate the probabilities in formula 5.18 based on the user proﬁle, that is, items rated by the user. As we discussed earlier, user ratings are set on a scale from 1 to rmax.",943,190,235.75,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
926,312,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:If a user has rated Q items, let us map each rating to two auxillary variables, for the positive and negative classes, respectively: αq1 “ rq ´ 1 rmax ´ 1, q “ 1, . . . ,Q (5.20) αq0 “ 1 ´ αq1, q “ 1, . . . ,Q (5.21) in which rq is the original rating in the user proﬁle. Note that we consistently omit the user subscript u in all equations because the al- gorithm uses only the proﬁle of the active user. The class probability can then be estimated as follows: Pr ` cj ˘ “ 1 Q Q ÿ q“1 αqj, j “ 0, 1 (5.22) The conditional probabilities of words should be estimated for each ﬁeld of an item document separately.",611,128,152.75,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
927,312,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:If the number of times word wi occurs in the ﬁeld m of document q is denoted as nqmpwiq, we can estimate the conditional probability of the word as Pr ` wi | cj, ﬁeld “ m ˘ “ Q ÿ q“1 αqj ¨ nqmpwiq Ljm , m “ 1, . . . ,F (5.23)",225,55,56.25,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
