,page_number,sentence_chunk,chunk_char_count,chunk_word_count,chunk_token_count
335,177,"● Browsers can only make so many requests at one time, meaning the number of requests sent from a  wrapper or tag will be limited to about a dozen or so. Advantages of server-side header bidding:  ● Page-load latency is significantly reduced because one call is made to a server, where all the bidding  takes place on a server, instead of multiple calls being made from the browser. ● Server-side header bidding allows publishers to receive more bids from demand sources, as it doesn’t  have the same technical limitations as client-side. Disadvantages of server-side header bidding:  ● Because the process happens on a server, there’s less control and transparency into things like  clearing prices, demand sources and fees. ● Matching cookies is harder to do with server-side header bidding, which often leads to a drop in  revenue for publishers because there’s no addressability (i.e. advertisers don’t know or can’t identify  the user on the website).",956,163,239.0
336,177,"Waterfall vs. Header Bidding: Benefits and Drawbacks  The table below summarizes the main benefits and drawbacks of both the waterfall method and header bidding  for publishers that want to increase fill rates and maximize yield. Below we summarize the main benefits and drawbacks of both the waterfall method and header bidding for  publishers that want to increase fill rates and maximize yield. Benefits of the Waterfall  ● Sells off remnant inventory that would otherwise be wasted. ● Compared to the header-bidding process, waterfalling is easier to implement and requires less  technical knowledge. In order to implement waterfalling, all the publisher needs to do is set up a tag on  an ad network and in its ad server.",726,123,181.5
337,177,Benefits of Header Bidding  ● Publishers can receive bids from buyers that may be more interested in their inventory (and willing to  pay a higher price) than the buyers connected to the publisher’s ad server. 184,213,38,53.25
338,178,"● The chances of filling all types of available inventory, including both premium and remnant (unsold)  inventory is higher because there are more buyers. ● Publishers are able to get greater insights into inventory value – e.g. if a publisher sets a floor price (the  lowest price it is willing to sell inventory for) of $1.50 CPM, but after utilizing header bidding finds that its  inventory is being sold for an average of $2.00 CPM, then it will get a clearer picture of how much its  inventory is actually worth on the market. Drawbacks of the Waterfall  ● It can produce low yield, as the publisher’s ad server chooses the demand sources based on the  highest average yield, not the current market price of inventory, meaning the price given is the average  CPM, not the true CPM. ● It often causes latency issues, as loading each tier takes time, and the more time passes, the less likely  it is that the user will see the ad. ● Each demand source may fail to load the fallback or become timed out, resulting in lost revenue.",1032,192,258.0
339,178,"● Some demand sources require configuring the passbacks in their system, making it difficult for AdOps  to reconfigure and manage. Drawbacks of Header Bidding  ● While header bidding may reduce the number of passbacks common in waterfall auctions, and thus  improve page-load time, it has a few latency issues of its own (mainly caused by adding more scripts to  a page). The latency issue is much less relevant with server-side heading bidding. ● In order to work efficiently, client-side header bidding has to be backward-compatible with browsers  and, in general, compatible with different browsers. ● If a publisher uses multiple header partners, it runs the risk of putting the same impression or inventory  up for sale, duplicating its bid-processing efforts.",765,126,191.25
340,178,"This drawback relates to both client-side and  server-side header bidding. ● Adding additional logic slows down the performance of the browsers and the website itself, which is not  a big deal on modern hardware, but can be a problem on slightly older hardware and older  smartphones. Auction Dynamics: First- and Second-Price Auctions and Hard and Soft Floor Prices  Auctions are an important part of many different types of transactions. They are used to buy and sell houses,  works of art and products on ecommerce sites like eBay. They are also a key part of buying and selling online  media via RTB transactions.",617,108,154.25
341,178,"Since the beginning of real-time bidding towards the end of the 2000s, the main model used to buy and sell  online media was the second-price auction. Second-Price Auctions (2PA)  During second-price auctions (also known as Vickrey auctions), prospective buyers (advertisers) put forward  their bids. The winner is the highest bidder, but instead of paying the amount they bid, they pay the price put forward by  the second-highest bidder plus $0.01. 185",454,75,113.5
342,179,"The price the buyer pays is known as the clearing price . The difference between the amount the advertiser bid  and the clearing price is known as the reduction, or consumer surplus, which, in the example above, is $0.29. First-Price Auctions (1PA)  With first-price auctions, the highest bidder wins and pays the exact amount they bid. For example, if an  advertiser bids $2.50 CPM and they win the auction, the clearing price will be $2.50 CPM. The online advertising industry has used second-price auctions ever since the RTB model was introduced, but  over the past couple of years (since 2017/2018), many ad exchanges and SSPs have started moving to  first-price auctions.",677,116,169.25
343,179,"The main reasons for this are to counter the impact of header bidding and make auctions more transparent  and fair for advertisers and publishers. Despite the advantages of header bidding, many advertisers were losing out to direct deals, even though their  initial bid was higher. This meant that publishers were missing out on higher CPMs. 186",345,58,86.25
344,180,"Step-by-step explanation:  ● The publisher’s web page loads and a header-bidding request is sent to an SSP/ad exchange. ● The SSP/ad exchange sends a bid request to DSPs. Each DSP returns a bid response with its  respective bid. Because the SSP/ad exchange conducted a second-price auction, the winning DSP  pays $0.01 more than the second-highest bid (DSP #2), which works out to be $4.01. ● The SSP/ad exchange passes DSP #1’s winning bid to the publisher’s ad server.",470,81,117.5
345,180,"This bid will now  compete with a publisher’s direct deals. ● In this case, the direct deal is higher than the bid from DSP #1 ($4.01), so the direct deal wins. ● The ad from the direct deal is sent to the web page and displayed to the visitor. As the diagram above illustrates, the advertiser (represented by DSP #1) missed out on showing its ad to the  visitor even though it was willing to pay more than the direct deal. This is a common pitfall of the second-price  auction model with header bidding.",504,97,126.0
346,181,"Now, because a first-price auction was held between the SSP/ad exchange and the two DSPs, the winning bid  from the header-bidding auction is $6.00 CPM, which is exactly what DSP #1 bid. Because it is higher than the  direct deal, its ad is shown to the visitor. Bid Shading  While the move from second-price auctions to first-price auctions allows advertisers to win more impressions,  they are now having to pay a higher price. If advertisers were bidding $5.00 CPM but winning most impressions for $3.01 on a second-price auction, they  would now be paying $5.00 CPM on a first-price auction. As you can imagine, this has a big impact on media  budgets and spend.",666,120,166.5
347,181,"What’s more, second-price auctions give advertisers a pretty good idea of how much the impressions are  worth, allowing them to change their bids accordingly. With first-price auctions, there’s really no easy way for  advertisers to know this. 188",247,40,61.75
348,182,"To help advertisers optimize their bids during first-price auctions and get them closer to the real cost of the bid,  AdTech companies introduced a feature known as bid shading . Bid shading is essentially an algorithm that aims to tell advertisers how much they should bid on first-price  auctions. It does this by analyzing historical bid data, such as how much the impression was selling for, the ad  position and at what price bids are lost. At the moment, bid shading is offered by supply-side platforms and some demand-side platforms. The reason  for this is because most DSPs haven’t updated their tech to handle first-price auctions.",641,110,160.25
349,182,"Although bid shading helps advertisers save money, it’s not a very transparent practice. It’s quite easy for an AdTech company to tell an advertiser that they should be bidding $3.00 CPM when the  actual impression would sell for $2.00 CPM and then pocket the difference. The only way an advertiser would  know the true cost of an impression would be to obtain data from the SSP, which is not something that  happens in programmatic advertising. While most AdTech vendors offer bid shading as a free feature, there’s talk that many vendors will start  charging for this, which has angered advertisers, as they feel that optimizing their bids should be something  their tech partners offer as standard. Bid shading also leaves publishers with less ad revenue.",758,130,189.5
350,182,"Instead of an advertiser bidding $5.00 CPM and  winning, if they use bid shading and win the bid at $3.00 CPM, that’s money the publisher has missed out on. Floor Prices  The contract between an AdTech vendor and publisher will typically specify a minimum CPM price that the ad  network is to offer its advertisers. This guaranteed CPM price is also called a floor price and is designed to avoid the situation where the  AdTech vendor may discount the publisher’s inventory, which would devalue it in the eyes of advertisers. There are two types of floor prices: hard and soft . Hard price floor  A hard price floor represents the minimum price the publisher will accept for the impressions.",691,124,172.75
351,182,"Any bids below this minimum price are simply ignored, meaning publishers will not accept any bids below the  hard price floor. Soft price floor  Because bidders may not necessarily know what the hard floor is, many publishers set a soft floor price to  “catch” any bids that fall slightly below the publisher’s asking price and that otherwise would get rejected. 189",366,64,91.5
352,184,"Any bids between the hard and soft floor take part in a first-price auction. If there are bids above the soft price  floor, they will take part in a second-price auction. Chapter Summary  ● There are many different ways advertisers can buy online media from publishers, such as:  ○ Direct deals : Deals made directly between a publisher and advertisers. ○ Programmatic direct: An advertiser and publisher agree on the inventory and the CPM, and  the rest of the process is handled programmatically (i.e. via the use of AdTech platforms). ○ Real-time bidding (RTB) : Real-time auctions where advertisers bid on individual impressions  offered by publishers via DSPs, ad exchanges and SSPs.",688,117,172.0
353,184,"○ Private marketplace (PMP): An invite-only version of RTB whereby publisher’s allow certain  advertisers to bid on their inventory before they offer it in an open RTB auction. ● Waterfalling is a process used by a publisher to sell all remnant inventory whereby the publisher’s ad  server calls the demand sources one after another. ● Header bidding is a process that allows publishers to collect bids from multiple demand sources before  their ad server is called, which increases their chances of securing higher CPMs. ● There are two main auction types in RTB:  ○ Second-price auctions, where the winning bid pays the second-highest price plus $0.01. ○ First-price auctions, where the winning bid pays the amount they bid.",726,122,181.5
354,185,"10. User Identification  Earlier in the book, we looked at how AdTech platforms use various targeting methods to display ads to the  right audience, but how do they know whether a person on a given website or mobile app is part of their target  audience? The answer: via user identification methods. Why Do We Need to Identify Users? ●  To power behavioral targeting and content personalization.",395,70,98.75
355,186,"●  To track conversions. ●  To attribute sales and conversions to impressions and clicks. ●  To apply frequency capping. Different User-Identification Methods  The process of identifying users depends on the type of device they are using (e.g. a smartphone or laptop)  and whether they are using a web browser or mobile app. For example, a user visiting web pages in a web browser, either on a mobile device or computer, would be  identified by browser-based identification methods.",482,83,120.5
356,186,"A user playing a mobile-app game on a smartphone or tablet would be identified by a mobile identifier. Let’s take a closer look at these identification methods. Web Browsers  Web browsers have been around since the beginning of the Internet and allow users to access websites on  desktops, laptops and mobile devices. According to statcounter, the most popular web browsers globally based on market share are:  ● Google Chrome (64%)  ● Apple Safari (18%)  ● Mozilla Firefox (3%)  Source: Statcounter , 2021. 193",511,89,127.75
357,187,"The above illustrates the global market share of the most popular web browsers, but this changes when adding  in variables such as country and device. For example, in Germany, Firefox has 13% market share compared to a 5% global market share. Similarly, Apple’s Safari web browser is the most popular web browser on iOS-powered devices like iPhones  and iPads, and Chrome is the most popular web browser on Android devices  The table above illustrates the global market share of the most popular web browsers, but this changes when  adding in variables such as country and device. For example, in Germany, Firefox has 14% market share compared to a 4% global market share. Similarly, Apple’s Safari web browser is the most popular web browser on iOS-powered devices like iPhones  and iPads, and Chrome is the most popular web browser on Android devices.",853,146,213.25
358,187,"The main browser-based user-identification methods are cookies , device fingerprints and HTML local  storage . Cookies  Cookies (aka web cookies, HTML cookies and browser cookies) are small files that are placed on a user’s  device by a web server when accessing websites. Web cookies were created by Lou Montulli in 1994 as a way to remember stateful information in an otherwise  stateless environment. What that means is that the HTTP protocol , which is the main protocol for communication between a web  browser and a web server, is a stateless process; it can’t store any data or information, it can only receive  requests and respond to them. Cookies are used to help web browsers store data and information when communicating with web servers via  the HTTP protocol.",773,134,193.25
359,188,"When a user returns to a website they’ve previously visited, cookies will help the website remember certain  things, such as what content the user viewed and which pages they accessed. Some of the main uses of cookies include:  ● Website setup: Cookies can help web browsers remember user preferences, such as language and  currency. ● Sign in: To keep users logged in to their accounts, a unique session ID is stored in a cookie so the user  won’t have to log in to their account each time they open their browser. ● eCommerce: Cookies used by eCommerce stores help web browsers remember which products users  viewed, added to the shopping cart and purchased. ● Analytics: Cookies are used to store a user identifier that collects data about the user’s interaction with  the website under one profile and session, such as which pages they visited, what areas they clicked  on and if they completed any goals (e.g. downloaded an ebook).",936,166,234.0
360,188,"● Behavioral targeting and advertising: AdTech platforms use cookies to identify users and show  relevant ads to them based on their previous behavior, such as which websites and pages they’ve  visited. Cookies also help advertisers and publishers know which ads they’ve viewed and clicked on. Cookies have been the most common method for identifying users on web browsers since the early days of the  Internet, however, the rise of privacy laws, such as the European Union’s General Data Protection Regulation  (GDPR) and privacy features in browsers (e.g. Safari’s Intelligent Tracking Prevention) are restricting the  creation and access to cookies ( more on that below ). Different Types of Cookies  For the most part, all cookies are the same. However, there are two main types of cookies: first-party and  third-party cookies .",833,138,208.25
361,188,"The difference has to do with the relationship between the website and the server that created them. First-party cookies are created by the domain (website) a user visits directly. For example, if you visit  techcrunch.com , then it will create some first-party cookies and save them to your device. 195",303,51,75.75
362,189,"First-party cookies are created by the domain the user is visiting. First-party cookies are typically used to deliver a good user experience by remembering specific information  and user preferences. For example, first-party cookies help websites remember the language a user has set and which products  they’ve added to a shopping cart. Also, first-party cookies can allow users to stay logged in to websites and accounts, meaning they don’t have  to log in each time they visit their favorite websites. Although they can be used for online advertising, they are limited in their ability to identify users across  different domains.",633,103,158.25
363,189,"This means that a first-party cookie created by ssp1.com on techcrunch.com can’t be read  by ssp1.com on different websites. In order to overcome this limitation, AdTech companies use third-party cookies and cookie syncing to identify  users across different websites ( more on that below ). Third-party cookies, also referred to as tracking cookies and third-party trackers, are created by domains  other than the one the user is on. For example, if you visit techcrunch.com and it loads a piece of JavaScript from an AdTech platform (e.g.  ssp1.com), a first-party cookie would be created for techcrunch.com and a third-party cookie would be created  for ssp1.com. 196",670,110,167.5
364,190,"Because ssp1.com is not the domain the user is visiting, it is classed as a third-party cookie. All other cookies created by domains other than techcrunch.com would also be classed as third-party cookies. Third-party cookies have long been the backbone of online advertising, allowing AdTech companies to identify  users as they move around the web, run targeted ad campaigns based on a user’s behavior, and attribute  impressions, visits, clicks and conversions. However, third-party cookies are becoming less effective due to privacy laws like the GDPR, privacy features in  browsers like Safari’s Intelligent Tracking Prevention and Firefox’s Enhanced Tracking Prevention, and browser  plugins like AdBlock Plus and Ghostery. How First-Party and Third-Party Cookies Are Created  The image below illustrates how first-party and third-party cookies are created by web browsers.",878,133,219.5
365,191,"With the first method, AdTech platforms can either create cookies via the ad creative when it’s retrieved from  their server or via a 1×1 transparent image. The goal of the 1×1 transparent image is simply to get the browser  to send a request to the AdTech platform’s browser so it can create a cookie when it returns the image. 198",332,62,83.0
366,192,"Comparison of First-Party and Third-Party Cookies  First-Party Cookies  Third-Party Cookies  Setting and Reading the Cookie  ● Can be set and read by the  publisher’s web server or  JavaScript loaded on the  website. ● Can be set on different  websites via JavaScript or  by loading resources from  servers (e.g. 1x1  transparent pixels). Once a  third-party cookie is set to  a user’s device, it is read  when the user visits other  websites that also load the  AdTech platform’s  JavaScript or request a  resource. Availability  ● It can only be read by the  domain that the user is  visiting. ● It's available on any  website that loads the  AdTech platform’s  JavaScript or 1x1  transparent pixel.",701,137,175.25
367,192,Browser Support  ● Supported by all browsers. ● Supported by all browsers. Blocking and Deletion  ● Relatively small deletion  rates. The exception is  Safari’s Intelligent Tracking  Prevention feature that  either deletes first-party  cookies after 24 hours or  seven days. More on that  at the end of this chapter.,316,57,79.0
368,192,"● An increasingly high  deletion and blocking rate. ● Third-party cookies are  blocked by browsers such  as Tor, Safari and Firefox,  and also blocked by  ad-blocking browser  plugins like AdBlock Plus  and Ghostery. Remember flash cookies? Flash cookies act similarly to HTTP cookies but are created via the Adobe Flash plugin, which is used to  power things like videos and mobile apps. About a decade ago, the use of Flash cookies raised a number of privacy concerns due to the lack of control  users had with deletion.",522,96,130.5
369,192,"Flash cookies were stored in a separate folder on devices and could only be  managed via the Adobe Flash settings, meaning that when a user deleted their HTTP cookies, their Flash  cookies remained intact. This led to Adobe and popular web browsers making changes to how Flash cookies were handled. Since  then, Flash cookies are treated the same as HTTP cookies, so if a user deletes their HTTP cookies, Flash  cookies would also be deleted. 199",446,80,111.5
370,193,"For this reason, and because many videos and games are played via HTML5 nowadays, the use and  availability is much lower than in the past, therefore they aren’t used for online advertising anymore. Cookie Syncing  Because cookies created by one domain can’t be read by another, this makes it hard for AdTech platforms to  identify the same user on a given web page. For instance, if a user visits example.com, the cookie that the SSP creates will be different than the one a DSP  creates. To help AdTech platforms identify the same user on different websites, a process known as cookie syncing was  developed. Cookie syncing is the process of mapping one user ID (stored in a cookie) from one technology platform to  another (e.g. from a DMP to a DSP).",753,137,188.25
371,193,"The eventual goal of syncing cookie IDs is to share data about the user  between different platforms, which allows them to better target audiences with online advertisements. The two  platforms would have a formal agreement between one another and would need to set up partner IDs on their  platforms and add cookie-syncing pixels in their codes. The cookie-syncing process is carried out by a number of different platforms in the ecosystem, including  data-management platforms (DMPs), demand-side platforms (DSPs), ad networks, ad exchanges, supply-side  platforms (SSPs) and many more. How Does Cookie Syncing Work? There are two main parts to the cookie-syncing process:  ● Mapping of cookie IDs  ● Sharing of user data contained in the cookies  Mapping Cookie IDs  Each time a user visits a website that contains a cookie-syncing pixel or other advertising-platform tag, the  browser sends a request to a technology platform – for example, a DSP.",951,159,237.75
372,193,"The DSP creates a unique ID for that user, if one doesn’t exist already, and stores that ID in a cookie. The DSP  then redirects (http redirect) the request to the cookie-syncing endpoint URL that has been supplied by a  different advertising platform – for example, a DMP – and passes the user ID as a URL parameter. The DMP’s server reads the user ID created by the DSP from the parameter in the URL and reads the cookie  in its own domain to see if it already has an ID for this particular user. If it doesn’t, the server creates a user ID  of its own, then stores the information about its own ID and the DSP’s ID in a cookie-matching table. The DMP can pass its own identifier back to the DSP so that the sync is bidirectional.",732,144,183.0
373,194,"Now, both the DSP and DMP have each other’s user IDs in each other’s databases. The image below illustrates how the cookie-syncing process looks. Sharing Data Between Two Platforms  Once the cookie IDs have been synced between two AdTech platforms, they can share or request data  contained in the cookies by referencing each other’s user IDs. Typically, this process is done via a server-to-server integration with the data being transferred in large batch  files. Unlike the cookie-matching part that happens in real-time, sharing the data between platforms happens at  a specified time – for example, once a day.",615,102,153.75
374,194,"It’s important to note that cookie syncing is only performed in web browsers (desktop or mobile) across all  types of online advertising, including display, native and video ads. The reason for this is because unlike native mobile apps that use the device’s advertising ID (e.g. IDFA and  AID) as a way to identify users, web browsers don’t emit a consistent user identifier. Cookies from one domain  can’t be accessed by a platform operating under a different domain, so the only way to identify a user across  different websites is by using their cookie ID. Problems With Cookie Syncing  Although cookie syncing allows AdTech companies to identify users across the web, it has a couple of inherent  problems:  201",715,125,178.75
375,195,"● The more cookie syncs a web page needs to perform, the longer it takes the page to load, which can  result in a bad user experience. ● Cookie-match rates vary among platforms, with the average rate sitting between 40-60%. ● Cookie churn, caused by third-party cookies being blocked by default or regularly deleted by users,  means the effectiveness and accuracy of cookie syncing decreases. Cookie Respawning  Cookie respawning is a process whereby a cookie reappears, or respawns, after it has been deleted. It does this by using backed-up data stored in additional files on a user’s device and then respawning the  cookie later when a user accesses the same website again.",676,116,169.0
376,195,The cookie tags the user’s browser with a unique identifier that is not easy to delete. 4. The user leaves the website and deletes their cookies. 5. The user accesses the website again and the new cookie recognizes the identifier in the browser and  respawns the original cookie.,279,49,69.75
377,195,"There are two main ways a cookie can be respawned:  Flash cookies: Companies use the Adobe Flash Player browser plugin to store information about the user on  their computer and to respawn cookies. As mentioned above, flash cookies are rarely used these days. HTML5: HTML5 local storage and cache cookies use entity tags (ETags) to respawn HTML cookies by  recognizing the persistent identification element (PIE) created by JavaScript and Flash. Device Fingerprinting  Device fingerprinting is a technical process that aims to identify and track online users based on the  characteristics of their devices. It works by gathering bits of information to create an identifier, which is then  used to identify individuals across different websites.",744,120,186.0
378,195,"While many different users may own the same device, each one will be configured slightly differently according  to the user’s individual preferences and requirements. Data about these configuration changes can be  aggregated to create a recognizable “device fingerprint.” Information used to create a device fingerprint can include:  ● Browser version  ● Operating system  ● Language  ● Items installed (plugins, fonts, etc.) ● Location and time-zone settings  ● Browser settings  202",484,78,121.0
379,196,"Here’s an example of the HTTP header attributes that are used to create a device fingerprint:  Check out what your device fingerprint looks like at https://amiunique.org or https://panopticlick.eff.org/  The image above illustrates how unique certain attributes are to the user’s device, as represented by the  similarity ratio. For example, the user agent has a similarity ratio of 0.04%, meaning it is very unique to this user. The more unique the attribute is, the more easily it can be used to identify a user. Why Do Companies Use Device Fingerprinting? Device fingerprinting emerged to address a number of challenges that AdTech and analytics companies faced  around the availability and reliability of cookies.",717,115,179.25
380,196,"Over the past decade, online users have regularly deleted and blocked cookies via ad-blocking plugins and  browser settings to protect their online privacy. This has made it harder for AdTech and analytics companies to identify and track users across the web. Although device fingerprinting isn’t as accurate as cookies, it can be used as a backup when cookies are  blocked or deleted, as well as in combination with cookies to help increase the chances of identifying a  particular user. 203",492,83,123.0
381,197,"How Does Device Fingerprinting Work? Creating a device fingerprint requires collecting data and information about a user’s device, which is typically  collected via:  ● The user agent and accept headers  ● JavaScript  ● Flash plugin (if installed)  ● HTML5 canvas elements  What is canvas fingerprinting? Canvas fingerprinting is similar to device fingerprinting, but only uses the HTML5 canvas element to identify  a browser. Companies use a piece of JavaScript to instruct the user’s web browser to draw a picture via the canvas. Each browser will draw a slightly different image, meaning the image is unique (or highly unique) to the  device.",645,109,161.25
382,197,This allows companies to identify and track users across the web. This information is then combined and a unique hash is created and assigned to that device. 204,161,28,40.25
383,198,"Unlike cookies that are stored on a user’s device (client-side), device fingerprints are stored in a database  (server-side) due to the amount of information they collect. HTML5 Local Storage  HTML5 local storage is a newer method for collecting and storing data about users. There are two variants of local storage:  localStorage: Stores data with no expiration date. sessionStorage: Only stores data for the session – i.e. data is deleted when the user closes the browser tab. Compared to cookies, HTML5 local storage provides the following benefits:  ● More storage: HTML5 local storage can store up to 5MB of data, compared to 4KB (4096 bytes) for  cookies.",661,111,165.25
384,198,"● More availability: Most browsers don’t delete HTML5 local-storage data and it isn’t typically blocked by  ad-blocking plugins or browser settings. ● No web-server calls: To create cookies, a request needs to be sent from a web page to a web server  and then back again. HTML5 local storage is created via JavaScript and doesn’t require any calls to  servers. The main downside from an AdTech perspective is that it is domain- and protocol-specific, meaning users can’t  be identified across different domains. ETags  An entity tag (ETag) is an HTTP response header used to improve the efficiency of cache and save bandwidth.",626,107,156.5
385,198,"It does this by assigning an identifier to content (e.g. images) on a web page. When a web page loads, the browser sends off a request to various web servers to retrieve the contents. If a URL has an ETag set for a given resource (e.g. an image), the web server will compare the incoming ETag  with its own ETag. If the two match, it means the image hasn’t changed. The web server will then tell the  browser that the image in the cache is still up to date and can be displayed on the web page.",494,99,123.5
386,198,"AdTech companies can identify users by comparing the ETags sent from a user’s browser with their records. To achieve this, a publisher would need to install an AdTech’s HTML code on their website, typically a 1×1  transparent image (aka pixel). When the page loads, the code will load and send a request containing an ETag to the AdTech vendor’s server. If the ETag coming from the publisher matches the ETag in the AdTech vendor’s server, they would be able to  identify the browser. 205",488,86,122.0
387,199,"Because it’s a standard HTTP request, the AdTech vendor could also collect information about the user, such  as their operating system, browser type, language, location and the URL they are visiting. This information can  be used to create audiences and later for ad targeting. Information created via ETags will be deleted if a user clears or deletes their browser’s cache. Evercookies  An evercookie is a cookie that is saved to various storage locations in a user’s browser and device. It was  created by the privacy and security researcher, Sammy Kamkar.",558,94,139.5
388,199,"Companies can create evercookies via a JavaScript API, which saves data in various locations. If the user  deletes data from one location, such as HTTP cookies, the JavaScript API will recognize that this data has  been removed and simply respawn the cookie from one of the other storage locations. The current list of storage locations includes:  ● Standard HTTP cookies  ● Local shared objects (Flash cookies)  ● Silverlight Isolated Storage  ● Storing cookies in RGB values of auto-generated, force-cached PNGs using HTML5 canvas tag to read  pixels (cookies) back out  ● Storing cookies in web history  ● Storing cookies in HTTP ETags  ● Storing cookies in web cache  ● Window.name caching  ● Internet Explorer userData storage  ● HTML5 session web storage  ● HTML5 local web storage  ● HTML5 global storage  ● HTML5 web SQL database via SQLite  ● HTML5 IndexedDB  ● Java JNLP PersistenceService  ● Java CVE-2013-0422 exploit (applet sandbox escaping)  Because evercookies are much harder to delete than regular HTTP cookies, they raise a number of privacy  concerns. The table below outlines the advantages and disadvantages of the various methods used to identify users via  web browsers. Method  Advantages  Disadvantages  First-Party Cookies  ● Supported by all browsers.",1279,224,319.75
389,199,● Relatively small deletion  rates. ● Cannot identify users  across different domains. ● Safari restricts first-party  cookies created by known  trackers (e.g. AdTech  companies). 206,183,30,45.75
390,200,Third-Party Cookies  ● Supported by all browsers. ● Can identify users across  different domains. Third-party cookies are often  blocked when a user does one or  more of the following:  ● Browses the web in private  or incognito mode. ● Uses Safari or Firefox as  their web browser. ● Changes the cookie and  tracking settings in their  browsers.,346,66,86.5
391,200,"● Uses Tor. ● Installs ad blockers or  similar add-ons. Device Fingerprints  ● Can identify users across  different domains. ● Are stored on a server,  rather than on a device,  meaning they can’t be  deleted by the user. ● Become inaccurate if a  user changes their  browser’s settings or uses  a different browser.",316,62,79.0
392,200,"● Cannot be reset or deleted  by users, leading to privacy  issues. ● Corporate environments  where many computers  have the same  configuration can produce  duplicates. HTML5 Local Storage  ● Very small deletion rates. ● Can store more data than  cookies. ● Data doesn’t need to be  appended to HTML  requests.",311,60,77.75
393,200,● Cannot be used to identify  users across different  domains. ETags  ● Can be created as part of  an HTTP request and  doesn’t require additional  JavaScript. ● Can identify users across  different domains. ● All ETags are removed if a  user clears their browser’s  cache. Evercookies  ● Combines the advantage  of the above data storage  and user identification  techniques (and many  more).,393,76,98.25
394,200,"● Highly persistent and hard  for users to delete and  block. ● Raises a number of privacy  concerns, as there is no  easy way for users to block  or delete evercookies. 207",173,37,43.25
395,201,"How Different Web Browsers Handle Cookies, Device Fingerprints and Local Storage  In private and incognito modes, all cookies are deleted when the session ends – i.e. when the user closes the  browser. How to See Which Cookies Are Saved During a Web Session  You can see which first-party and third-party cookies, as well as data in other storage locations, are created  during a session in your web browser by doing the following:  Chrome: Right-click on the page ⇨ Inspect ⇨ Application  Firefox: Right-click on the page ⇨ Inspect Element ⇨ Memory  Safari: Right-click on the page ⇨ Inspect Element ⇨ Storage  Internet Explorer: Press F12 ⇨ Console tab ⇨ Type “sessionStorage” or “localStorage” in the console  Edge: Follow the above instructions for Chrome (it looks the same because both browsers are based on  Chromium)  208",829,146,207.25
396,202,"Opera: Follow the above instructions for Chrome (it looks the same because both browsers are based on  Chromium)  The screenshot above shows which cookies are created in Chrome when a user visits The New York Times  website. Under the Cookies tab on the left, we can see that a bunch of first-party cookies were created under  the nytimes.com domain. All the cookies under that domain are third-party cookies. Mobile Devices  In the section above, we explained how users can be identified when browsing the Internet via a web browser  on a desktop or laptop. Now we will look at the ways in which advertisers can identify and track users when using a web browser and  apps on mobile devices, such as smartphones and tablets.",724,131,181.0
397,203,"Here’s an overview of the user-identification methods on mobile devices:  Mobile  Environment  User Identification  Details  Mobile Web  Browsers  First-party cookies  Accepted by all major browsers. Third-party cookies  Blocked by most of the popular web browsers by default,  except Chrome. Cookies  Some mobile apps can create cookies via webview, but these  cookies are app-specific and can’t be shared with other apps. In-App  Google Advertising ID  More persistent than cookies and can be used to identify  users (devices) across different apps. Can be reset by users,  but can’t be blocked or deleted completely.",619,107,154.75
398,203,"Apple’s Identifier for Advertising  (IDFA)  More persistent than cookies and can be used to identify  users (devices) across different apps. Can be resent by users  but can’t be blocked or deleted completely. Open Device Identification  Number (ODIN)  In 2012, ODIN was created by eight AdTech companies to  solve the identity issue on mobile devices. This solution was  made redundant when advertising IDs were introduced. Mobile Web Browsers  Web browsers on mobile devices typically handle cookies in the same way as on desktop or laptops.",542,93,135.5
399,204,"Mobile Apps (In-App)  Identifying users in mobile apps (aka in-app) can consist of the following methods:  Cookies  To display online content inside web apps, some app developers use a piece of technology called webview. Webview can create cookies and store them inside a secure location on the device, which is known as a  sandbox or sandboxed environment. The main issue for AdTech is that these cookies are app-specific, meaning they can’t be shared across  different apps, therefore AdTech companies can’t identify the same user across different apps even though  they are using the same device. Advertising IDs  Mobile devices include an advertising ID:  ● Google’s Android ID (AID)  ● Apple’s ID for Advertising (IDFA)  ● Microsoft’s Advertising ID (aka Advertising Identifier)  These IDs are more persistent than web cookies, and even though users can’t disable or remove these IDs like  they can with cookies, they can easily reset them. 211",949,162,237.25
400,205,"The exception to this is Apple’s IDFA, which is only available to app developers and AdTech companies if  users opt in via the AppTrackingTransparency (ATT) framework. This framework applies to apps running on  iOS 14.5 iPadOS 14.5, and tvOS 14.5 and above. Read more about Apple’s ATT framework in chapter 14. User Privacy in Digital Advertising . How Are Advertising IDs Used for Identification in Mobile Apps?",412,69,103.0
